,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2009-03-04,4.55,4.55,0.44,3.69,5.83,
2009-03-05,4.53,4.53,0.44,3.69,5.83,
2009-03-06,4.5,4.51,0.44,3.69,5.83,
2009-03-09,4.5,4.49,0.44,3.69,5.83,
2009-03-10,4.51,4.49,0.43,3.69,5.83,
2009-03-11,4.41,4.37,0.43,3.54,5.67,
2009-03-12,4.39,4.35,0.44,3.21,5.67,
2009-03-13,4.34,4.34,0.45,3.21,5.67,
2009-03-16,4.34,4.33,0.45,3.21,5.67,
2009-03-17,4.33,4.33,0.44,3.21,5.67,
2009-03-18,4.29,4.28,0.41,3.21,4.96,
2009-03-19,4.29,4.27,0.42,3.21,4.96,
2009-03-20,4.25,4.26,0.42,3.21,4.96,
2009-03-23,4.18,4.15,0.45,2.7,4.96,
2009-03-24,4.23,4.18,0.39,3.11,5.02,
2009-03-25,4.21,4.17,0.39,3.11,5.02,
2009-03-26,4.16,4.17,0.39,3.11,5.02,
2009-03-27,4.17,4.16,0.38,3.11,5.02,
2009-03-30,4.15,4.14,0.4,3.11,5.02,
2009-03-31,4.19,4.14,0.4,3.11,4.92,
2009-04-01,4.17,4.12,0.4,3.11,4.92,
2009-04-02,4.15,4.1,0.41,3.11,4.92,
2009-04-03,4.15,4.1,0.41,3.11,4.87,
2009-04-06,4.15,4.1,0.4,3.11,4.87,
2009-04-07,4.15,4.1,0.4,3.11,4.87,
2009-04-08,4.19,4.18,0.38,3.41,5.05,
2009-04-09,4.2,4.19,0.37,3.41,5.05,
2009-04-10,4.21,4.195,0.37,3.41,5.05,
2009-04-13,4.22,4.2,0.37,3.41,5.05,
2009-04-14,4.22,4.2,0.37,3.41,5.05,
2009-04-15,4.22,4.21,0.37,3.41,5.05,
2009-04-16,4.22,4.2,0.36,3.44,5.05,
2009-04-17,4.22,4.19,0.38,3.44,5.05,
2009-04-20,4.22,4.2,0.38,3.44,5.05,
2009-04-21,4.22,4.195,0.385,3.44,5.035,
2009-04-22,4.22,4.19,0.39,3.44,5.02,
2009-04-23,4.15,4.21,0.4,3.44,5.02,
2009-04-24,4.2,4.21,0.4,3.44,5.02,
2009-04-27,4.23,4.2,0.41,3.29,5.02,
2009-04-28,4.23,4.21,0.41,3.29,5.02,
2009-04-29,4.2,4.21,0.41,3.29,5.02,
2009-04-30,4.2,4.21,0.4,3.29,5.02,
2009-05-01,4.215,4.21,0.405,3.29,5.02,
2009-05-04,4.23,4.21,0.41,3.29,5.02,
2009-05-05,4.23,4.21,0.41,3.29,5.02,
2009-05-06,4.23,4.21,0.41,3.29,5.02,
2009-05-07,4.24,4.22,0.41,3.29,5.02,
2009-05-08,4.13,4.12,0.42,3.16,4.92,
2009-05-11,4.1,4.12,0.41,3.16,4.92,
2009-05-12,4.1,4.13,0.41,3.16,4.92,
2009-05-13,4.15,4.13,0.41,3.2,4.92,
2009-05-14,4.1,4.13,0.41,3.2,4.92,
2009-05-15,4.1,4.13,0.41,3.2,4.92,
2009-05-18,4.1,4.14,0.4,3.2,4.92,
2009-05-19,4.09,4.12,0.41,3.2,4.92,
2009-05-20,4.09,4.12,0.4,3.2,4.92,
2009-05-21,4.1,4.12,0.38,3.2,4.88,
2009-05-22,4.1,4.13,0.38,3.2,4.88,
2009-05-25,4.1,4.12,0.37,3.2,4.88,
2009-05-26,4.1,4.12,0.37,3.2,4.88,
2009-05-27,4.1,4.13,0.37,3.2,4.88,
2009-05-28,4.1,4.14,0.37,3.2,4.88,
2009-05-29,4.1,4.14,0.37,3.2,4.88,
2009-06-01,4.1,4.14,0.37,3.2,4.88,
2009-06-02,4.1,4.13,0.38,3.11,4.88,
2009-06-03,4.1,4.13,0.37,3.11,4.88,
2009-06-04,4.1,4.15,0.37,3.11,4.88,
2009-06-05,4.1,4.14,0.37,3.11,4.88,
2009-06-08,4.1,4.14,0.37,3.11,4.88,
2009-06-09,4.1,4.14,0.37,3.11,4.88,
2009-06-10,4.04,4.02,0.36,3.04,4.67,
2009-06-11,4.04,4.02,0.355,3.12,4.67,
2009-06-12,4.04,4.02,0.35,3.2,4.67,
2009-06-15,4.04,4.03,0.35,3.2,4.67,
2009-06-16,4.04,4.02,0.35,3.2,4.67,
2009-06-17,4.04,4.02,0.35,3.2,4.67,
2009-06-18,4.04,4.01,0.35,3.2,4.67,
2009-06-19,4.07,4.03,0.36,3.2,4.67,
2009-06-22,4.08,4.05,0.37,3.2,4.67,
2009-06-23,4.07,4.05,0.35,3.2,4.67,
2009-06-24,4.05,4.05,0.35,3.2,4.67,
2009-06-25,4.06,4.06,0.35,3.2,4.67,
2009-06-26,4.05,4.06,0.35,3.2,4.67,
2009-06-29,4.05,4.06,0.35,3.2,4.67,
2009-06-30,4.05,4.06,0.35,3.12,4.67,
2009-07-01,4.05,4.07,0.35,3.12,4.67,
2009-07-02,4.05,4.07,0.35,3.12,4.67,
2009-07-03,4.06,4.08,0.36,3.12,4.88,
2009-07-06,4.06,4.08,0.36,3.12,4.84,
2009-07-07,4.06,4.08,0.36,3.12,4.84,
2009-07-08,4.06,4.09,0.33,3.15,4.83,
2009-07-09,4.08,4.09,0.33,3.15,4.83,
2009-07-10,4.08,4.09,0.32,3.15,4.83,
2009-07-13,4.08,4.1,0.33,3.15,4.83,
2009-07-14,4.08,4.1,0.33,3.15,4.83,
2009-07-15,4.08,4.1,0.33,3.15,4.83,
2009-07-16,4.08,4.1,0.33,3.15,4.83,
2009-07-17,4.13,4.11,0.33,3.15,4.83,
2009-07-20,4.13,4.12,0.32,3.15,4.79,
2009-07-21,4.13,4.12,0.31,3.15,4.79,
2009-07-22,4.12,4.13,0.29,3.59,4.79,
2009-07-23,4.15,4.15,0.32,3.45,4.79,
2009-07-24,4.14,4.14,0.33,3.45,4.79,
2009-07-27,4.12,4.12,0.33,3.45,4.79,
2009-07-28,4.12,4.12,0.33,3.45,4.79,
2009-07-29,4.12,4.12,0.33,3.45,4.79,
2009-07-30,4.12,4.12,0.33,3.45,4.79,
2009-07-31,4.09,4.09,0.34,3.45,4.79,
2009-08-03,4.09,4.09,0.34,3.45,4.79,
2009-08-04,4.09,4.09,0.34,3.45,4.79,
2009-08-05,4.09,4.09,0.34,3.45,4.79,
2009-08-06,4.07,4.08,0.34,3.45,4.79,
2009-08-07,4.07,4.07,0.34,3.23,4.72,
2009-08-10,4.07,4.05,0.33,3.23,4.72,
2009-08-11,4.07,4.04,0.33,3.23,4.72,
2009-08-12,4.07,4.04,0.33,3.23,4.72,
2009-08-13,4.07,4.05,0.33,3.23,4.72,
2009-08-14,4.06,4.04,0.33,3.23,4.72,
2009-08-17,4.03,4.04,0.33,3.23,4.72,
2009-08-18,4.02,4.04,0.33,3.23,4.72,
2009-08-19,4.02,4.01,0.34,3.23,4.72,
2009-08-20,4.0,3.99,0.32,3.23,4.72,
2009-08-21,3.97,3.99,0.33,3.23,4.72,
2009-08-24,3.98,3.97,0.31,3.23,4.89,
2009-08-25,3.97,3.96,0.31,3.23,4.89,
2009-08-26,3.97,3.96,0.3,3.23,4.89,
2009-08-27,3.97,3.96,0.3,3.23,4.89,
2009-08-28,3.97,3.96,0.3,3.23,4.89,
2009-08-31,3.98,3.97,0.3,3.23,4.89,
2009-09-01,3.98,3.97,0.3,3.23,4.89,
2009-09-02,3.98,3.97,0.3,3.23,4.89,
2009-09-03,3.98,3.97,0.3,3.23,4.89,
2009-09-04,3.98,3.97,0.31,3.23,4.89,
2009-09-07,3.98,3.97,0.31,3.23,4.89,
2009-09-08,3.98,3.97,0.31,3.23,4.89,
2009-09-09,3.97,3.98,0.31,3.33,4.89,
2009-09-10,4.13,4.14,0.35,3.45,5.24,
2009-09-11,4.15,4.14,0.35,3.45,5.24,
2009-09-14,4.18,4.14,0.35,3.45,5.24,
2009-09-15,4.18,4.15,0.35,3.46,5.24,
2009-09-16,4.18,4.15,0.35,3.46,5.24,
2009-09-17,4.18,4.15,0.35,3.53,5.24,
2009-09-18,4.18,4.15,0.36,3.53,5.24,
2009-09-21,4.18,4.14,0.36,3.56,5.24,
2009-09-22,4.18,4.16,0.38,3.56,5.24,
2009-09-23,4.18,4.15,0.4,3.07,5.11,
2009-09-24,4.15,4.15,0.4,3.07,5.11,
2009-09-25,4.15,4.16,0.39,3.07,5.11,
2009-09-28,4.16,4.17,0.38,3.07,5.11,
2009-09-29,4.18,4.17,0.38,3.07,5.11,
2009-09-30,4.18,4.19,0.39,3.07,5.11,
2009-10-01,4.18,4.19,0.39,3.07,5.11,
2009-10-02,4.16,4.19,0.39,3.07,5.11,
2009-10-05,4.16,4.19,0.39,3.07,5.09,
2009-10-06,4.16,4.19,0.39,3.07,5.09,
2009-10-07,4.16,4.19,0.39,3.07,5.09,
2009-10-08,4.27,4.25,0.39,3.1,5.22,
2009-10-09,4.28,4.26,0.4,3.1,5.22,
2009-10-12,4.28,4.275,0.4,3.1,5.22,
2009-10-13,4.28,4.29,0.4,3.1,5.22,
2009-10-14,4.29,4.29,0.4,3.1,5.22,
2009-10-15,4.29,4.3,0.41,3.1,5.21,
2009-10-16,4.29,4.31,0.41,3.1,5.21,
2009-10-19,4.29,4.31,0.41,3.1,5.21,
2009-10-20,4.28,4.31,0.41,3.1,5.21,
2009-10-21,4.28,4.32,0.4,3.1,5.21,
2009-10-22,4.27,4.31,0.39,3.1,5.36,
2009-10-23,4.27,4.31,0.38,3.1,5.36,
2009-10-26,4.27,4.32,0.35,3.69,5.36,
2009-10-27,4.27,4.32,0.35,3.69,5.36,
2009-10-28,4.27,4.32,0.35,3.69,5.36,
2009-10-29,4.27,4.32,0.36,3.69,5.36,
2009-10-30,4.27,4.32,0.35,3.69,5.36,
2009-11-02,4.26,4.32,0.35,3.69,5.36,
2009-11-03,4.25,4.32,0.35,3.69,5.36,
2009-11-04,4.25,4.31,0.35,3.69,5.36,
2009-11-05,4.25,4.31,0.34,3.69,5.18,
2009-11-06,4.25,4.29,0.33,3.62,5.18,
2009-11-09,4.26,4.29,0.33,3.62,5.15,
2009-11-10,4.26,4.29,0.33,3.62,5.15,
2009-11-11,4.35,4.35,0.29,3.81,5.14,
2009-11-12,4.35,4.35,0.29,3.81,5.14,
2009-11-13,4.35,4.35,0.28,3.81,5.14,
2009-11-16,4.35,4.35,0.28,3.81,5.14,
2009-11-17,4.35,4.35,0.28,3.81,5.14,
2009-11-18,4.35,4.36,0.27,3.81,5.14,
2009-11-19,4.35,4.36,0.27,3.81,5.14,
2009-11-20,4.35,4.36,0.27,3.81,5.14,
2009-11-23,4.36,4.36,0.26,3.81,5.01,
2009-11-24,4.36,4.36,0.27,3.81,5.01,
2009-11-25,4.34,4.33,0.29,3.26,5.01,
2009-11-26,4.34,4.35,0.29,3.26,5.01,
2009-11-27,4.34,4.35,0.28,3.26,5.01,
2009-11-30,4.35,4.35,0.29,3.26,5.01,
2009-12-01,4.35,4.35,0.29,3.26,5.01,
2009-12-02,4.35,4.35,0.29,3.26,5.01,
2009-12-03,4.35,4.35,0.29,3.26,5.01,
2009-12-04,4.39,4.38,0.31,3.26,5.4,
2009-12-07,4.35,4.37,0.3,3.26,5.39,
2009-12-08,4.35,4.37,0.3,3.26,5.45,
2009-12-09,4.4,4.4,0.26,3.8,5.27,
2009-12-10,4.4,4.4,0.26,3.8,5.27,
2009-12-11,4.39,4.4,0.25,3.8,5.27,
2009-12-14,4.39,4.4,0.25,3.8,5.27,
2009-12-15,4.39,4.4,0.26,3.8,5.27,
2009-12-16,4.39,4.41,0.26,3.8,5.27,
2009-12-17,4.39,4.4,0.27,3.8,5.27,
2009-12-18,4.39,4.4,0.28,3.8,5.27,
2009-12-21,4.38,4.4,0.28,3.8,5.27,
2009-12-22,4.38,4.39,0.29,3.57,5.27,
2009-12-23,4.38,4.39,0.29,3.57,5.27,
2009-12-24,4.37,4.39,0.29,3.57,5.27,
2009-12-25,4.365,4.39,0.29,3.57,5.27,
2009-12-28,4.36,4.39,0.29,3.57,5.27,
2009-12-29,4.37,4.39,0.29,3.57,5.27,
2009-12-30,4.37,4.4,0.3,3.57,5.27,
2009-12-31,4.38,4.4,0.3,3.57,5.27,
2010-01-01,4.385,4.4,0.3,3.57,5.27,
2010-01-04,4.39,4.4,0.3,3.57,5.27,
2010-01-05,4.39,4.4,0.3,3.57,5.27,
2010-01-06,4.39,4.4,0.3,3.57,5.27,
2010-01-07,4.39,4.42,0.31,3.57,5.27,
2010-01-08,4.39,4.41,0.3,3.57,5.27,
2010-01-11,4.4,4.45,0.3,3.57,5.28,
2010-01-12,4.43,4.46,0.31,3.57,5.41,
2010-01-13,4.5,4.59,0.5,3.64,7.43,
2010-01-14,4.5,4.55,0.32,3.64,5.56,
2010-01-15,4.5,4.55,0.32,3.64,5.56,
2010-01-18,4.52,4.58,0.32,3.64,5.46,
2010-01-19,4.52,4.57,0.31,3.64,5.3,
2010-01-20,4.54,4.58,0.31,3.64,5.37,
2010-01-21,4.59,4.63,0.31,3.64,5.37,
2010-01-22,4.61,4.66,0.29,4.13,5.37,
2010-01-25,4.65,4.68,0.28,4.13,5.37,
2010-01-26,4.65,4.68,0.28,4.13,5.29,
2010-01-27,4.64,4.68,0.29,4.13,5.4,
2010-01-28,4.62,4.67,0.29,4.13,5.4,
2010-01-29,4.65,4.68,0.28,4.13,5.4,
2010-02-01,4.65,4.69,0.29,4.13,5.4,
2010-02-02,4.65,4.7,0.3,4.13,5.42,
2010-02-03,4.65,4.7,0.3,4.13,5.45,
2010-02-04,4.66,4.71,0.3,4.13,5.45,
2010-02-05,4.5,4.54,0.32,3.98,5.37,
2010-02-08,4.5,4.55,0.3,3.98,5.37,
2010-02-09,4.52,4.54,0.33,3.5,5.37,
2010-02-10,4.52,4.55,0.34,3.5,5.37,
2010-02-11,4.5,4.55,0.33,3.5,5.37,
2010-02-12,4.5,4.56,0.33,3.5,5.37,
2010-02-15,4.503333333333333,4.56,0.33333333333333337,3.5,5.37,
2010-02-16,4.506666666666667,4.56,0.33666666666666667,3.5,5.37,
2010-02-17,4.51,4.56,0.34,3.5,5.37,
2010-02-18,4.56,4.57,0.33,3.5,5.36,
2010-02-19,4.56,4.58,0.32,3.5,5.36,
2010-02-22,4.64,4.63,0.31,3.5,5.36,
2010-02-23,4.64,4.65,0.32,3.5,5.36,
2010-02-24,4.65,4.66,0.32,3.5,5.36,
2010-02-25,4.65,4.65,0.33,3.5,5.36,
2010-02-26,4.65,4.66,0.34,3.5,5.41,
2010-03-01,4.66,4.67,0.34,3.5,5.36,
2010-03-02,4.67,4.67,0.34,3.5,5.37,
2010-03-03,4.67,4.67,0.34,3.5,5.5,
2010-03-04,4.68,4.68,0.34,3.5,5.5,
2010-03-05,4.49,4.5,0.33,3.6,5.24,
2010-03-08,4.5,4.5,0.34,3.6,5.29,
2010-03-09,4.57,4.54,0.36,3.6,5.29,
2010-03-10,4.58,4.56,0.36,3.6,5.47,
2010-03-11,4.58,4.55,0.36,3.6,5.44,
2010-03-12,4.57,4.56,0.36,3.6,5.44,
2010-03-15,4.56,4.55,0.35,3.6,5.35,
2010-03-16,4.57,4.56,0.35,3.6,5.35,
2010-03-17,4.57,4.57,0.37,3.6,5.38,
2010-03-18,4.6,4.62,0.38,3.6,5.4,
2010-03-19,4.64,4.64,0.38,3.65,5.4,
2010-03-22,4.68,4.67,0.38,3.53,5.44,
2010-03-23,4.68,4.67,0.38,3.53,5.44,
2010-03-24,4.72,4.69,0.39,3.53,5.44,
2010-03-25,4.71,4.68,0.4,3.53,5.44,
2010-03-26,4.72,4.68,0.4,3.53,5.44,
2010-03-29,4.72,4.69,0.4,3.53,5.44,
2010-03-30,4.72,4.69,0.4,3.53,5.44,
2010-03-31,4.72,4.7,0.41,3.53,5.64,
2010-04-01,4.72,4.71,0.41,3.53,5.64,
2010-04-02,4.72,4.71,0.41,3.53,5.64,
2010-04-05,4.72,4.71,0.41,3.53,5.64,
2010-04-06,4.75,4.73,0.4,3.53,5.64,
2010-04-07,4.75,4.74,0.39,3.53,5.64,
2010-04-08,4.62,4.64,0.41,3.37,5.65,
2010-04-09,4.7,4.69,0.42,3.37,5.65,
2010-04-12,4.71,4.71,0.42,3.37,5.65,
2010-04-13,4.71,4.71,0.42,3.37,5.65,
2010-04-14,4.71,4.72,0.43,3.37,5.65,
2010-04-15,4.73,4.73,0.43,3.37,5.65,
2010-04-16,4.77,4.75,0.44,3.37,5.65,
2010-04-19,4.81,4.82,0.42,3.75,5.65,
2010-04-20,4.82,4.83,0.41,3.75,5.67,
2010-04-21,4.82,4.83,0.41,3.75,5.67,
2010-04-22,4.82,4.83,0.41,3.75,5.67,
2010-04-23,4.83,4.83,0.41,3.75,5.67,
2010-04-26,4.86,4.86,0.42,3.75,5.88,
2010-04-27,4.85,4.86,0.44,3.75,5.88,
2010-04-28,4.85,4.86,0.43,3.75,5.88,
2010-04-29,4.84,4.85,0.44,3.75,5.88,
2010-04-30,4.84,4.86,0.43,3.75,5.88,
2010-05-03,4.84,4.89,0.48,3.75,6.4,
2010-05-04,4.84,4.9,0.49,3.75,6.4,
2010-05-05,4.84,4.9,0.5,3.75,6.4,
2010-05-06,4.84,4.91,0.5,3.75,6.4,
2010-05-07,4.8,4.8,0.48,3.6,6.29,
2010-05-10,4.78,4.79,0.48,3.6,6.26,
2010-05-11,4.8,4.8,0.48,3.6,6.26,
2010-05-12,4.82,4.8,0.48,3.6,6.26,
2010-05-13,4.8,4.81,0.48,3.6,6.26,
2010-05-14,4.81,4.82,0.49,3.6,6.25,
2010-05-17,4.8,4.81,0.49,3.6,6.25,
2010-05-18,4.84,4.83,0.48,3.6,6.25,
2010-05-19,4.85,4.88,0.45,3.61,6.25,
2010-05-20,4.85,4.88,0.46,3.61,6.25,
2010-05-21,4.84,4.88,0.46,3.61,6.26,
2010-05-24,4.84,4.88,0.46,3.61,6.26,
2010-05-25,4.84,4.87,0.46,3.61,6.26,
2010-05-26,4.84,4.88,0.47,3.61,6.26,
2010-05-27,4.84,4.87,0.46,3.61,6.26,
2010-05-28,4.84,4.86,0.47,3.61,6.26,
2010-05-31,4.85,4.88,0.46,3.61,6.26,
2010-06-01,4.87,4.88,0.46,3.61,6.27,
2010-06-02,4.89,4.86,0.46,3.61,6.27,
2010-06-03,4.869999999999999,4.855,0.46,3.61,6.27,
2010-06-04,4.85,4.85,0.46,3.61,6.27,
2010-06-07,4.89,4.85,0.46,3.61,6.27,
2010-06-08,4.89,4.85,0.46,3.61,6.27,
2010-06-09,4.72,4.76,0.44,3.83,6.35,
2010-06-10,4.72,4.76,0.44,3.83,6.35,
2010-06-11,4.76,4.77,0.44,3.83,6.32,
2010-06-14,4.76,4.77,0.44,3.83,6.32,
2010-06-15,4.78,4.77,0.44,3.83,6.32,
2010-06-16,4.74,4.76,0.44,3.83,6.32,
2010-06-17,4.77,4.77,0.44,3.83,6.27,
2010-06-18,4.79,4.78,0.45,3.83,6.27,
2010-06-21,4.7,4.75,0.46,3.65,6.27,
2010-06-22,4.7,4.74,0.46,3.65,6.27,
2010-06-23,4.7,4.74,0.45,3.65,6.27,
2010-06-24,4.7,4.74,0.46,3.65,6.27,
2010-06-25,4.7,4.75,0.47,3.65,6.27,
2010-06-28,4.7,4.74,0.47,3.65,6.27,
2010-06-29,4.7,4.74,0.47,3.65,6.27,
2010-06-30,4.7,4.74,0.47,3.65,6.27,
2010-07-01,4.7,4.74,0.47,3.65,6.27,
2010-07-02,4.69,4.73,0.47,3.65,6.27,
2010-07-05,4.69,4.74,0.47,3.65,6.27,
2010-07-06,4.69,4.74,0.46,3.65,6.27,
2010-07-07,4.9,4.92,0.48,3.91,6.74,
2010-07-08,4.9,4.93,0.46,3.99,6.74,
2010-07-09,4.9,4.93,0.46,3.99,6.74,
2010-07-12,4.9,4.93,0.46,3.99,6.74,
2010-07-13,4.92,4.95,0.45,3.99,6.74,
2010-07-14,4.92,4.95,0.45,3.99,6.74,
2010-07-15,4.93,4.96,0.45,3.99,6.74,
2010-07-16,4.88,4.95,0.45,4.06,6.74,
2010-07-19,4.83,4.89,0.44,4.1,6.56,
2010-07-20,4.8,4.87,0.44,4.1,6.56,
2010-07-21,4.8,4.87,0.44,4.1,6.56,
2010-07-22,4.8,4.86,0.44,4.1,6.56,
2010-07-23,4.82,4.85,0.45,4.1,6.56,
2010-07-26,4.83,4.85,0.44,4.1,6.56,
2010-07-27,4.83,4.84,0.44,4.1,6.56,
2010-07-28,4.83,4.84,0.44,4.1,6.56,
2010-07-29,4.83,4.84,0.44,4.1,6.56,
2010-07-30,4.8,4.82,0.43,4.1,6.34,
2010-08-02,4.83,4.84,0.44,4.1,6.34,
2010-08-03,4.83,4.84,0.44,4.1,6.34,
2010-08-04,4.8,4.83,0.44,4.1,6.34,
2010-08-05,4.77,4.83,0.44,4.1,6.34,
2010-08-06,5.02,5.08,0.45,4.05,6.77,
2010-08-09,4.97,5.08,0.46,4.05,6.77,
2010-08-10,4.97,5.08,0.46,4.05,6.77,
2010-08-11,4.97,5.08,0.46,4.05,6.77,
2010-08-12,4.97,5.07,0.45,4.05,6.7,
2010-08-13,4.96,5.06,0.45,4.05,6.7,
2010-08-16,4.95,5.05,0.45,4.05,6.7,
2010-08-17,4.96,5.06,0.45,4.05,6.7,
2010-08-18,4.96,5.05,0.45,4.23,6.7,
2010-08-19,4.93,5.02,0.44,4.18,6.7,
2010-08-20,4.91,5.01,0.45,4.18,6.7,
2010-08-23,4.91,4.99,0.42,4.18,6.18,
2010-08-24,4.91,4.98,0.41,4.18,6.18,
2010-08-25,4.91,4.98,0.4,4.18,6.18,
2010-08-26,4.91,4.98,0.41,4.18,6.18,
2010-08-27,4.9,4.98,0.4,4.18,6.18,
2010-08-30,4.89,4.97,0.4,4.18,6.18,
2010-08-31,4.9,4.98,0.39,4.18,6.18,
2010-09-01,4.9,4.98,0.4,4.18,6.18,
2010-09-02,4.88,4.98,0.4,4.18,6.18,
2010-09-03,4.88,4.96,0.41,4.18,6.18,
2010-09-06,4.87,4.96,0.42,4.18,6.18,
2010-09-07,4.87,4.96,0.425,4.18,6.18,
2010-09-08,4.87,4.96,0.43,4.18,6.18,
2010-09-09,5.07,5.15,0.42,4.33,6.46,
2010-09-10,5.08,5.15,0.43,4.33,6.27,
2010-09-13,5.09,5.15,0.42,4.33,6.27,
2010-09-14,5.09,5.16,0.41,4.33,6.27,
2010-09-15,5.09,5.17,0.41,4.33,6.27,
2010-09-16,5.12,5.16,0.39,4.33,6.27,
2010-09-17,5.12,5.18,0.4,4.33,6.27,
2010-09-20,5.2,5.24,0.39,4.51,6.31,
2010-09-21,5.21,5.24,0.39,4.51,6.31,
2010-09-22,5.21,5.25,0.39,4.51,6.31,
2010-09-23,5.22,5.28,0.4,4.51,6.31,
2010-09-24,5.22,5.28,0.4,4.51,6.31,
2010-09-27,5.22,5.28,0.4,4.51,6.31,
2010-09-28,5.21,5.29,0.4,4.51,6.31,
2010-09-29,5.21,5.29,0.4,4.51,6.31,
2010-09-30,5.23,5.31,0.41,4.51,6.31,
2010-10-01,5.24,5.32,0.4,4.51,6.31,
2010-10-04,5.22,5.31,0.4,4.51,6.31,
2010-10-05,5.25,5.33,0.4,4.51,6.31,
2010-10-06,5.26,5.35,0.4,4.51,6.5,
2010-10-07,5.15,5.25,0.4,4.47,6.26,
2010-10-08,5.17,5.26,0.4,4.47,6.26,
2010-10-11,5.17,5.27,0.4,4.47,6.26,
2010-10-12,5.195,5.279999999999999,0.395,4.47,6.25,
2010-10-13,5.22,5.29,0.39,4.47,6.24,
2010-10-14,5.22,5.29,0.39,4.47,6.24,
2010-10-15,5.22,5.31,0.36,4.53,6.26,
2010-10-18,5.24,5.3,0.37,4.5,6.26,
2010-10-19,5.29,5.36,0.38,4.5,6.26,
2010-10-20,5.35,5.37,0.37,4.5,6.26,
2010-10-21,5.35,5.38,0.38,4.5,6.26,
2010-10-22,5.35,5.38,0.37,4.5,6.26,
2010-10-25,5.35,5.39,0.37,4.5,6.26,
2010-10-26,5.35,5.39,0.36,4.5,6.26,
2010-10-27,5.35,5.39,0.37,4.5,6.26,
2010-10-28,5.36,5.4,0.37,4.5,6.26,
2010-10-29,5.37,5.42,0.4,4.5,6.8,
2010-11-01,5.38,5.43,0.4,4.5,6.8,
2010-11-02,5.38,5.43,0.4,4.5,6.8,
2010-11-03,5.38,5.43,0.4,4.5,6.8,
2010-11-04,5.38,5.44,0.39,4.5,6.8,
2010-11-05,5.38,5.44,0.39,4.5,6.8,
2010-11-08,5.38,5.44,0.39,4.5,6.8,
2010-11-09,5.12,5.17,0.39,4.36,6.46,
2010-11-10,5.19,5.2,0.38,4.36,6.46,
2010-11-11,5.23,5.23,0.4,4.36,6.49,
2010-11-12,5.23,5.24,0.41,4.36,6.49,
2010-11-15,5.220000000000001,5.255,0.415,4.36,6.49,
2010-11-16,5.21,5.27,0.42,4.36,6.49,
2010-11-17,5.21,5.29,0.43,4.36,6.57,
2010-11-18,5.33,5.37,0.43,4.53,6.57,
2010-11-19,5.35,5.4,0.43,4.53,6.57,
2010-11-22,5.42,5.47,0.43,4.71,6.57,
2010-11-23,5.43,5.5,0.43,4.71,6.57,
2010-11-24,5.43,5.51,0.43,4.71,6.57,
2010-11-25,5.47,5.55,0.46,4.71,6.8,
2010-11-26,5.53,5.58,0.47,4.71,6.8,
2010-11-29,5.54,5.6,0.47,4.71,6.8,
2010-11-30,5.62,5.61,0.47,4.71,6.8,
2010-12-01,5.62,5.64,0.46,4.71,6.8,
2010-12-02,5.63,5.64,0.46,4.71,6.8,
2010-12-03,5.64,5.68,0.47,4.71,6.8,
2010-12-06,5.71,5.7,0.47,4.71,6.8,
2010-12-07,5.73,5.74,0.47,4.71,6.8,
2010-12-08,5.38,5.38,0.46,4.35,6.51,
2010-12-09,5.4,5.39,0.46,4.35,6.4,
2010-12-10,5.4,5.39,0.46,4.35,6.4,
2010-12-13,5.4,5.41,0.45,4.35,6.4,
2010-12-14,5.42,5.42,0.43,4.35,6.4,
2010-12-15,5.4,5.42,0.43,4.35,6.4,
2010-12-16,5.4,5.43,0.44,4.35,6.4,
2010-12-17,5.46,5.44,0.43,4.35,6.4,
2010-12-20,5.53,5.51,0.4,4.5,6.57,
2010-12-21,5.53,5.5,0.4,4.5,6.57,
2010-12-22,5.53,5.51,0.39,4.5,6.53,
2010-12-23,5.52,5.52,0.4,4.5,6.53,
2010-12-24,5.51,5.52,0.39,4.5,6.53,
2010-12-27,5.51,5.51,0.39,4.5,6.53,
2010-12-28,5.53,5.52,0.39,4.5,6.53,
2010-12-29,5.53,5.52,0.39,4.5,6.53,
2010-12-30,5.51,5.52,0.39,4.5,6.53,
2010-12-31,5.51,5.52,0.39,4.5,6.53,
2011-01-03,5.53,5.53,0.39,4.5,6.53,
2011-01-04,5.53,5.53,0.39,4.5,6.53,
2011-01-05,5.53,5.53,0.39,4.5,6.53,
2011-01-06,5.53,5.53,0.39,4.5,6.5,
2011-01-07,5.34,5.39,0.42,4.24,6.49,
2011-01-10,5.35,5.4,0.42,4.41,6.49,
2011-01-11,5.38,5.41,0.41,4.53,6.49,
2011-01-12,5.38,5.42,0.41,4.53,6.62,
2011-01-13,5.38,5.43,0.41,4.53,6.62,
2011-01-14,5.42,5.47,0.42,4.53,6.62,
2011-01-17,5.47,5.5,0.43,4.53,6.62,
2011-01-18,5.5,5.52,0.41,4.7,6.64,
2011-01-19,5.5,5.53,0.41,4.7,6.64,
2011-01-20,5.53,5.55,0.42,4.72,6.64,
2011-01-21,5.53,5.56,0.41,4.72,6.64,
2011-01-24,5.55,5.61,0.4,4.68,6.64,
2011-01-25,5.57,5.63,0.4,4.68,6.75,
2011-01-26,5.57,5.64,0.4,4.68,6.75,
2011-01-27,5.58,5.64,0.4,4.68,6.75,
